,Lat,Lon,Ispark,Full_name,URL,freq_count2
405,44.4520798,-75.8602765,True,Thousand Islands National Park,https://www.google.com/maps/place/?q=place_id:ChIJ8Vge8YsUzUwRzlcpvRM5t8k,3
407,49.2876004,-124.666511,True,MacMillan Provincial Park,https://www.google.com/maps/place/?q=place_id:ChIJdRwjCo_0iFQRQNobj-q5HHk,3
411,51.4253705,-116.1772552,False,Lake Louise,https://www.google.com/maps/place/?q=place_id:ChIJEc7hoChdd1MR5rxlY3s8Nzw,3
412,48.9467619,-66.1233529,True,Gaspesie National Park,https://www.google.com/maps/place/?q=place_id:ChIJt8ivuDixkEwRUc2UeAMLZoY,3
414,45.5059926,-75.81214279999999,True,Gatineau Park Visitor Centre,https://www.google.com/maps/place/?q=place_id:ChIJrZaEKIPi0UwRt033qPQuAhU,3
417,53.1790914,-106.9581535,False,Saskatchewan,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlee4BlMRFsLMsvvV5wE,7
418,49.2754387,-122.5154058,True,Golden Ears Provincial Park,https://www.google.com/maps/place/?q=place_id:ChIJLfu9PdebhlQRgp71o2-R60c,3
425,47.7230412,-84.8122466,True,Lake Superior Provincial Park,https://www.google.com/maps/place/?q=place_id:ChIJX-wxAjHqR00RWnvJd7xD9oA,4
427,52.9399159,-106.4508639,False,Saskatchewan,https://www.google.com/maps/place/?q=place_id:ChIJL3ZlI7Fx-FIRK-HCklcrNBU,7
428,64.2823274,-135.0,False,Yukon,https://www.google.com/maps/place/?q=place_id:ChIJiYtStJiBF1ER6pbMYdWcFC4,4
429,46.5653163,-66.46191639999999,False,New Brunswick,https://www.google.com/maps/place/?q=place_id:ChIJzQ41MtD9o0wRzAVoAlrJbeY,4
431,49.6506376,-125.4493906,False,Vancouver Island,https://www.google.com/maps/place/?q=place_id:ChIJD9RbwiQYiFQRtWoKQiKWmVI,5
434,46.7561166,-60.8511431,False,Cabot Trail,https://www.google.com/maps/place/?q=place_id:ChIJFT01e6weZ0sRKUZgLg2Snyc,5
435,44.6922613,-62.6571885,False,Nova Scotia,https://www.google.com/maps/place/?q=place_id:ChIJRc8Y3pgSWUsRQAnP-B5YAgE,5
437,53.5460983,-113.4937266,False,Edmonton,https://www.google.com/maps/place/?q=place_id:ChIJI__egEUioFMRXRX2SgygH0E,5
440,53.06451185,-132.1132571,False,Haida Gwaii,https://www.google.com/maps/place/?q=place_id:ChIJAzMGVmJvbFQR673y7geLkuw,6
445,50.9769367,-115.9592101,True,Kootenay National Park,https://www.google.com/maps/place/?q=place_id:ChIJ_f9-6SYGelMRaZ4lDCFImk4,6
446,49.2827291,-123.1207375,False,Vancouver,https://www.google.com/maps/place/?q=place_id:ChIJs0-pQ_FzhlQRi_OBm-qWkbs,6
449,50.7599476,-96.5420735,True,Elk Island Provincial Park,https://www.google.com/maps/place/?q=place_id:ChIJq6bBFrA-61IRS3uN8n9LWyQ,7
451,53.7608608,-98.81387629999999,False,Manitoba,https://www.google.com/maps/place/?q=place_id:ChIJE7XnRW_gbVIRaMfBq_JVDxw,7
453,51.04473309999999,-114.0718831,False,Calgary,https://www.google.com/maps/place/?q=place_id:ChIJ1T-EnwNwcVMROrZStrE7bSY,8
458,46.2486851,-60.851817,False,Cape Breton Island,https://www.google.com/maps/place/?q=place_id:ChIJ7R9xUrgcaEsREycdUuRpFD4,11
459,46.7383018,-60.6510209,True,Cape Breton Highlands National Park,https://www.google.com/maps/place/?q=place_id:ChIJX2442K4DZ0sR08IIy8OUP1U,11
